,Precio,NCuartos,Area,NBaños,Distrito,Amoblado,Cochera,Azotea,zona,con_cochera
376,650.0,1.0,53.0,1.0,Miraflores,2.0,1.0,0,7,1
377,1190.0,3.0,200.0,4.0,San Borja,0.0,2.0,0,7,1
378,1100.0,3.0,200.0,3.0,Santiago de Surco,0.0,1.0,0,7,1
379,850.0,3.0,164.0,2.0,Miraflores,2.0,2.0,0,7,1
380,1100.0,1.0,80.0,1.5,Barranco,2.0,1.0,0,8,1
381,500.0,1.0,50.0,1.0,Miraflores,2.0,0.0,1,7,0
382,1300.0,2.0,108.0,3.0,Miraflores,2.0,2.0,0,7,1
383,750.0,2.0,110.0,2.0,San Isidro,2.0,0.0,0,7,0
384,920.0,3.0,96.0,2.0,San Borja,0.0,2.0,0,7,1
385,529.0,1.0,50.0,1.0,San Isidro,1.0,1.0,0,7,1
386,820.0,2.0,74.0,2.0,San Isidro,2.0,0.0,0,7,0
387,800.0,2.0,110.0,3.0,Miraflores,2.0,0.0,0,7,0
388,800.0,3.0,120.0,2.0,Barranco,0.0,1.0,0,8,1
389,785.0,2.0,83.0,2.0,Miraflores,0.0,1.0,0,7,1
390,1600.0,3.0,400.0,3.0,Chorrillos,0.0,1.0,0,8,1
391,694.93,1.0,50.0,1.0,Miraflores,2.0,1.0,0,7,1
392,800.0,3.0,90.0,3.0,Miraflores,2.0,1.0,1,7,1
393,1050.0,3.0,156.0,2.0,San Isidro,1.0,1.0,0,7,1
394,1000.0,2.0,90.0,3.0,Miraflores,2.0,0.0,0,7,0
395,800.0,2.0,110.0,3.0,Miraflores,2.0,1.0,0,7,1
396,1300.0,3.0,180.0,4.0,Santiago de Surco,0.0,0.0,0,7,0
397,990.0,3.0,125.0,2.0,Miraflores,0.0,1.0,0,7,1
398,950.0,3.0,130.0,2.0,Santiago de Surco,1.0,1.0,0,7,1
399,1200.0,3.0,111.0,2.0,San Borja,0.0,1.0,0,7,1
400,600.0,1.0,60.0,2.0,Magdalena del Mar,1.0,1.0,0,6,1
401,1000.0,3.0,100.0,2.0,Miraflores,0.0,1.0,0,7,1
402,800.0,2.0,90.0,2.0,San Isidro,0.0,1.0,0,7,1
403,900.0,2.0,115.0,2.0,Miraflores,0.0,1.0,0,7,1
404,1000.0,3.0,114.0,2.0,Miraflores,0.0,0.0,0,7,0
405,1590.0,3.0,172.0,4.0,Miraflores,2.0,2.0,0,7,1
406,800.0,3.0,140.0,2.5,Miraflores,0.0,2.0,0,7,1
407,950.0,2.0,120.0,3.0,Miraflores,2.0,0.0,0,7,0
408,800.0,3.0,80.0,2.0,Surquillo,0.0,0.0,0,8,0
409,750.0,1.0,45.0,1.0,Miraflores,2.0,0.0,0,7,0
410,972.9,2.0,90.0,2.0,Miraflores,2.0,2.0,0,7,1
411,1390.0,2.0,120.0,2.5,Miraflores,2.0,3.0,0,7,1
412,790.0,2.0,95.0,2.0,San Isidro,0.0,0.0,0,7,0
413,900.0,2.0,67.0,1.0,San Isidro,1.0,1.0,0,7,1
414,1000.0,3.0,130.0,2.5,Miraflores,2.0,2.0,0,7,1
415,750.52,2.0,76.0,2.0,San Borja,0.0,1.0,0,7,1
416,1000.0,3.0,101.0,2.0,Miraflores,0.0,1.0,0,7,1
417,444.75,2.0,72.0,2.0,San Miguel,0.0,0.0,0,6,0
418,750.0,2.0,70.0,2.0,Barranco,2.0,1.0,0,8,1
419,1800.0,3.0,270.0,3.0,Miraflores,2.0,2.0,0,7,1
420,1100.0,3.0,160.0,2.5,Santiago de Surco,0.0,2.0,0,7,1
421,700.0,3.0,101.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
422,800.0,3.0,130.0,2.0,Miraflores,0.0,1.0,0,7,1
423,830.0,1.0,65.0,1.5,Miraflores,2.0,1.0,0,7,1
424,720.0,3.0,108.0,2.0,Miraflores,0.0,1.0,0,7,1
425,850.0,3.0,87.0,2.0,Miraflores,2.0,1.0,0,7,1
426,700.0,1.0,73.0,1.0,Lince,2.0,1.0,0,6,1
427,750.0,1.0,50.0,1.0,San Isidro,0.0,1.0,0,7,1
428,950.0,2.0,110.0,3.0,Miraflores,2.0,1.0,0,7,1
429,1500.0,4.0,170.0,2.0,Miraflores,0.0,0.0,0,7,0
430,1300.0,2.0,100.0,2.0,Miraflores,2.0,1.0,0,7,1
431,925.0,1.0,63.0,2.0,Barranco,0.0,0.0,0,8,0
432,1300.0,3.0,130.0,2.5,Miraflores,2.0,2.0,0,7,1
433,1800.0,3.0,160.0,3.0,Miraflores,2.0,2.0,0,7,1
434,1400.0,3.0,190.0,2.5,Miraflores,0.0,1.0,0,7,1
435,1400.0,3.0,150.0,2.5,San Isidro,2.0,1.0,0,7,1
436,1100.0,3.0,172.0,3.0,San Isidro,2.0,2.0,0,7,1
437,580.0,1.0,42.0,1.0,San Isidro,0.0,1.0,0,7,1
438,700.0,2.0,78.0,2.0,Miraflores,2.0,1.0,0,7,1
439,500.0,1.0,44.0,1.0,Barranco,2.0,1.0,0,8,1
440,694.93,3.0,105.0,2.0,Miraflores,2.0,0.0,0,7,0
441,500.35,3.0,105.0,2.0,Pueblo Libre,0.0,0.0,0,6,0
442,444.75,3.0,80.0,2.0,San Miguel,0.0,0.0,0,6,0
443,550.0,1.0,42.0,1.0,San Isidro,0.0,1.0,0,7,1
444,555.94,3.0,70.0,2.0,Lince,0.0,1.0,0,6,1
445,555.94,2.0,70.0,1.0,San Borja,0.0,0.0,0,7,0
446,700.0,1.0,75.0,1.0,Miraflores,2.0,1.0,0,7,1
447,472.55,3.0,80.0,2.0,San Miguel,0.0,0.0,0,6,0
448,472.55,3.0,75.0,2.0,San Miguel,0.0,0.0,0,6,0
449,500.35,3.0,90.0,2.0,Pueblo Libre,0.0,0.0,0,6,0
450,333.56,1.0,52.0,1.0,Breña,0.0,0.0,0,4,0
451,611.53,3.0,90.0,2.0,Jesus Maria,0.0,1.0,0,6,1
452,750.52,2.0,70.0,2.0,Miraflores,2.0,1.0,1,7,1
453,1600.0,3.0,253.0,4.0,Miraflores,0.0,1.0,0,7,1
455,555.94,3.0,88.0,2.0,San Miguel,0.0,1.0,0,6,1
456,600.0,3.0,86.0,2.0,Barranco,0.0,1.0,0,8,1
457,900.0,2.0,87.0,2.0,Miraflores,1.0,1.0,0,7,1
458,750.52,3.0,80.0,1.0,Miraflores,0.0,1.0,0,7,1
459,700.0,2.0,65.0,2.0,San Isidro,2.0,2.0,0,7,1
460,1200.0,3.0,177.0,2.0,San Isidro,1.0,1.0,0,7,1
461,1900.0,3.0,280.0,3.5,Santiago de Surco,0.0,2.0,0,7,1
462,1945.79,3.0,200.0,4.0,San Isidro,2.0,2.0,0,7,1
463,667.13,3.0,115.0,2.0,Santiago de Surco,0.0,1.0,0,7,1
464,1500.0,3.0,140.0,4.0,San Isidro,2.0,2.0,0,7,1
466,750.0,3.0,86.0,3.0,Miraflores,2.0,1.0,0,7,1
467,750.0,2.0,105.0,3.0,Santiago de Surco,0.0,1.0,0,7,1
468,1400.0,3.0,164.0,3.0,San Isidro,1.0,2.0,0,7,1
469,1800.0,4.0,265.0,3.0,Santiago de Surco,0.0,3.0,0,7,1
470,750.0,2.0,80.0,2.0,Miraflores,2.0,1.0,0,7,1
473,900.0,2.0,130.0,2.5,San Isidro,2.0,1.0,1,7,1
474,800.0,3.0,113.0,2.0,Lince,0.0,1.0,1,6,1
475,555.94,1.0,60.0,1.0,Santiago de Surco,2.0,1.0,0,7,1
476,1400.0,3.0,200.0,3.0,Santiago de Surco,0.0,2.0,0,7,1
478,620.0,2.0,70.0,1.0,San Isidro,1.0,0.0,0,7,0
479,2000.0,3.0,190.0,2.0,Miraflores,0.0,1.0,0,7,1
480,500.35,2.0,75.0,2.0,Magdalena del Mar,0.0,0.0,1,6,0
481,600.0,1.0,38.0,1.0,Barranco,0.0,1.0,0,8,1
482,1000.0,2.0,119.0,2.0,Miraflores,2.0,2.0,0,7,1
483,780.0,2.0,101.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
484,1000.0,3.0,128.0,2.0,Lince,0.0,0.0,0,6,0
485,1600.0,3.0,242.0,3.5,San Isidro,0.0,3.0,1,7,1
486,1300.0,3.0,250.0,3.0,Miraflores,0.0,2.0,0,7,1
490,1100.0,3.0,120.0,2.0,Miraflores,2.0,1.0,0,7,1
491,416.96,1.0,32.0,1.0,Lince,0.0,0.0,1,6,0
492,458.65,2.0,105.0,2.0,San Miguel,1.0,0.0,0,6,0
493,550.0,1.0,60.0,1.0,San Isidro,2.0,1.0,0,7,1
495,1250.0,3.0,192.0,2.0,San Borja,2.0,2.0,0,7,1
496,1250.0,3.0,140.0,4.0,Santiago de Surco,0.0,0.0,0,7,0
497,1600.0,3.0,242.0,3.0,San Isidro,0.0,2.0,0,7,1
499,694.93,3.0,130.0,3.0,La Molina,0.0,0.0,1,7,0
500,1300.0,3.0,180.0,3.5,Santiago de Surco,0.0,0.0,0,7,0
501,900.0,2.0,100.0,2.5,Lince,0.0,1.0,0,6,1
502,800.0,3.0,93.0,3.0,Miraflores,0.0,1.0,0,7,1
503,528.14,2.0,80.0,2.0,San Borja,0.0,0.0,0,7,0
504,1150.0,2.0,110.0,2.0,Miraflores,1.0,2.0,0,7,1
505,750.0,3.0,85.0,2.0,Lince,0.0,1.0,0,6,1
506,277.97,3.0,80.0,3.0,Chaclacayo,0.0,1.0,0,5,1
507,555.94,3.0,85.0,2.0,Magdalena del Mar,0.0,1.0,0,6,1
508,2000.0,3.0,210.0,2.5,Miraflores,2.0,1.0,0,7,1
509,600.0,4.0,105.0,2.0,San Miguel,0.0,0.0,0,6,0
510,900.0,3.0,140.0,4.0,Miraflores,0.0,1.0,0,7,1
511,1300.0,3.0,140.0,4.0,Santiago de Surco,0.0,0.0,0,7,0
512,1700.0,3.0,196.0,4.0,San Isidro,2.0,1.0,0,7,1
513,730.0,3.0,110.0,3.0,Santiago de Surco,0.0,0.0,0,7,0
514,512.0,2.0,90.0,1.0,La Victoria,0.0,0.0,0,4,0
515,550.0,1.0,50.0,1.0,San Borja,0.0,0.0,0,7,0
516,1300.0,1.0,89.0,2.0,Miraflores,1.0,1.0,0,7,1
517,583.74,3.0,135.0,2.0,Santiago de Surco,0.0,1.0,0,7,1
518,1400.0,3.0,200.0,4.0,Miraflores,0.0,2.0,0,7,1
519,514.24,3.0,80.0,1.0,Magdalena del Mar,1.0,0.0,0,6,0
520,2000.0,2.0,160.0,2.0,San Isidro,0.0,0.0,0,7,0
521,1300.0,3.0,140.0,4.0,Santiago de Surco,0.0,0.0,0,7,0
523,1900.0,3.0,200.0,2.0,Barranco,0.0,2.0,0,8,1
524,416.96,1.0,55.0,1.0,Pueblo Libre,0.0,0.0,1,6,0
525,990.0,3.0,150.0,2.5,San Borja,0.0,1.0,0,7,1
526,2000.0,2.0,169.0,3.0,Miraflores,1.0,2.0,0,7,1
527,1000.0,1.0,110.0,1.5,San Isidro,2.0,1.0,0,7,1
528,650.0,2.0,100.0,2.0,Miraflores,0.0,1.0,0,7,1
529,1290.0,4.0,200.0,4.0,San Borja,0.0,2.0,0,7,1
530,1000.0,3.0,113.0,4.0,Magdalena del Mar,1.0,1.0,1,6,1
531,800.0,2.0,85.0,2.0,Miraflores,2.0,1.0,0,7,1
532,1100.0,3.0,1.0,3.0,Santiago de Surco,0.0,2.0,0,7,1
533,1100.0,2.0,110.0,2.0,San Isidro,2.0,1.0,0,7,1
535,900.0,3.0,100.0,3.0,Miraflores,0.0,1.0,0,7,1
536,1200.0,3.0,138.0,4.0,Miraflores,0.0,2.0,0,7,1
537,430.85,2.0,60.0,1.0,Pueblo Libre,0.0,0.0,0,6,0
539,694.93,1.0,48.0,1.0,Barranco,0.0,1.0,0,8,1
540,790.0,1.0,60.0,2.0,Miraflores,2.0,0.0,1,7,0
541,800.0,3.0,90.0,2.0,Miraflores,0.0,1.0,0,7,1
542,1250.0,3.0,140.0,3.0,Santiago de Surco,0.0,0.0,0,7,0
544,800.0,3.0,84.0,3.0,Miraflores,1.0,1.0,0,7,1
545,667.13,3.0,90.0,2.0,Santiago de Surco,0.0,1.0,0,7,1
546,900.0,2.0,85.0,2.0,Miraflores,0.0,1.0,0,7,1
547,1100.0,3.0,140.0,2.0,San Isidro,2.0,1.0,0,7,1
548,800.0,2.0,78.0,2.0,Jesus Maria,0.0,1.0,0,6,1
549,1300.0,3.0,150.0,2.0,San Isidro,0.0,1.0,0,7,1
550,950.0,2.0,84.0,2.0,Barranco,1.0,1.0,0,8,1
551,555.94,3.0,95.0,2.0,Santiago de Surco,0.0,1.0,0,7,1
552,472.55,3.0,75.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
553,1900.0,3.0,360.0,4.0,Santiago de Surco,0.0,0.0,0,7,0
554,361.36,1.0,65.0,1.0,San Borja,2.0,0.0,0,7,0
555,1500.0,3.0,150.0,2.5,San Isidro,2.0,2.0,0,7,1
556,900.0,3.0,90.0,3.0,Lince,0.0,2.0,0,6,1
557,1700.0,3.0,180.0,3.0,San Isidro,2.0,2.0,1,7,1
559,486.45,3.0,85.0,2.0,Santiago de Surco,0.0,1.0,0,7,1
560,2000.0,3.0,190.0,2.0,Miraflores,0.0,1.0,0,7,1
562,1300.0,2.0,120.0,2.5,Miraflores,2.0,2.0,0,7,1
563,1300.0,4.0,200.0,2.0,Barranco,2.0,2.0,0,8,1
564,1000.0,2.0,90.0,3.0,Lince,0.0,1.0,0,6,1
565,950.0,3.0,90.0,3.0,Lince,0.0,2.0,0,6,1
566,528.14,3.0,75.0,2.0,Santiago de Surco,1.0,1.0,1,7,1
567,1400.0,2.0,107.0,3.0,San Isidro,0.0,1.0,0,7,1
568,2100.0,1.0,90.0,1.0,Miraflores,2.0,0.0,0,7,0
569,361.36,2.0,68.0,2.0,San Borja,0.0,0.0,0,7,0
570,1100.0,3.0,185.0,4.0,Santiago de Surco,0.0,0.0,0,7,0
571,625.43,3.0,85.0,2.0,Miraflores,0.0,1.0,0,7,1
572,1100.0,2.0,120.0,2.0,Miraflores,2.0,0.0,0,7,0
573,1300.0,2.0,100.0,2.0,Barranco,0.0,0.0,0,8,0
575,600.0,1.0,50.0,1.0,Miraflores,2.0,2.0,0,7,1
576,1600.0,3.0,200.0,3.0,San Isidro,2.0,1.0,0,7,1
577,1300.0,3.0,131.0,2.5,San Isidro,2.0,2.0,1,7,1
578,1000.0,2.0,121.0,2.0,San Isidro,0.0,1.0,0,7,1
579,850.0,2.0,90.0,2.0,Miraflores,0.0,1.0,0,7,1
580,1600.0,3.0,175.0,2.5,San Isidro,0.0,2.0,1,7,1
581,694.93,2.0,82.0,2.0,San Miguel,0.0,0.0,0,6,0
582,833.91,4.0,100.0,4.0,Jesus Maria,0.0,1.0,0,6,1
583,850.0,3.0,115.0,3.0,Santiago de Surco,0.0,0.0,0,7,0
584,444.75,3.0,71.0,1.0,San Miguel,0.0,0.0,0,6,0
585,555.94,3.0,95.0,2.0,Santiago de Surco,0.0,1.0,0,7,1
586,110.0,1.0,90.0,1.0,Miraflores,2.0,0.0,0,7,0
587,361.36,2.0,60.0,2.0,Los Olivos,1.0,0.0,0,2,0
588,850.0,2.0,85.0,1.0,Barranco,2.0,1.0,0,8,1
589,1111.88,3.0,150.0,3.0,Santiago de Surco,1.0,1.0,0,7,1
590,850.0,3.0,150.0,2.0,Jesus Maria,2.0,0.0,0,6,0
591,555.94,3.0,100.0,1.0,La Molina,2.0,0.0,1,7,0
592,277.97,2.0,58.0,2.0,Ate,0.0,0.0,0,5,0
593,1350.0,2.0,215.0,2.5,Miraflores,0.0,2.0,0,7,1
594,1050.0,4.0,130.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
595,1000.0,2.0,98.0,3.0,Miraflores,0.0,1.0,0,7,1
596,900.0,1.0,47.0,1.0,Barranco,2.0,2.0,0,8,1
597,1100.0,2.0,140.0,2.0,Miraflores,2.0,1.0,0,7,1
599,800.0,1.0,70.0,2.0,Miraflores,2.0,1.0,0,7,1
600,750.0,3.0,98.0,2.0,San Borja,0.0,1.0,0,7,1
601,1500.0,2.0,110.0,2.0,Barranco,0.0,0.0,0,8,0
602,750.0,1.0,46.0,1.0,San Isidro,1.0,1.0,0,7,1
604,1150.0,2.0,215.0,2.5,Miraflores,2.0,2.0,0,7,1
605,850.0,3.0,113.0,2.0,Surquillo,0.0,0.0,0,8,0
606,444.75,3.0,60.0,1.0,Santiago de Surco,0.0,0.0,0,7,0
607,2000.0,3.0,182.0,2.5,San Isidro,2.0,2.0,0,7,1
608,900.0,2.0,128.0,2.0,San Isidro,2.0,0.0,0,7,0
609,472.55,2.0,75.0,2.0,Magdalena del Mar,0.0,0.0,0,6,0
610,472.55,1.0,45.0,1.0,Lince,0.0,0.0,0,6,0
611,1100.0,1.0,108.0,3.0,Miraflores,2.0,1.0,0,7,1
612,850.0,2.0,100.0,2.0,Santiago de Surco,0.0,1.0,0,7,1
613,1250.0,2.0,150.0,3.0,San Isidro,0.0,3.0,0,7,1
614,700.0,2.0,80.0,2.0,Miraflores,0.0,1.0,0,7,1
615,1290.0,2.0,193.0,3.0,Miraflores,0.0,2.0,0,7,1
616,1000.0,1.0,105.0,1.0,San Isidro,2.0,0.0,0,7,0
618,1000.0,2.0,100.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
619,778.32,3.0,103.0,2.0,San Borja,0.0,0.0,0,7,0
620,719.94,3.0,80.0,2.0,Magdalena del Mar,2.0,0.0,0,6,0
621,500.35,2.0,75.0,1.0,Los Olivos,2.0,0.0,0,2,0
622,667.13,3.0,104.0,3.0,San Borja,0.0,0.0,0,7,0
623,890.0,3.0,130.0,3.0,Santiago de Surco,0.0,2.0,0,7,1
624,1800.0,3.0,150.0,2.0,Miraflores,2.0,0.0,0,7,0
625,670.0,2.0,92.0,1.5,Miraflores,2.0,1.0,0,7,1
626,650.0,1.0,49.0,1.0,Lince,2.0,0.0,0,6,0
627,277.97,2.0,100.0,1.0,Los Olivos,2.0,0.0,0,2,0
628,1200.0,3.0,185.0,3.0,Miraflores,0.0,0.0,0,7,0
629,1300.0,3.0,145.0,3.0,Miraflores,0.0,0.0,0,7,0
630,444.75,4.0,120.0,3.0,Los Olivos,0.0,0.0,0,2,0
631,780.0,3.0,90.0,2.0,San Borja,0.0,2.0,0,7,1
633,305.77,2.0,75.0,1.0,San Juan de Lurigancho,0.0,0.0,0,3,0
634,1700.0,1.0,90.0,1.5,Miraflores,0.0,0.0,0,7,0
636,1800.0,2.0,160.0,2.0,San Isidro,0.0,0.0,0,7,0
637,1600.0,4.0,200.0,3.0,San Isidro,2.0,1.0,0,7,1
638,500.35,2.0,70.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
641,1200.0,2.0,100.0,3.0,Miraflores,2.0,1.0,0,7,1
642,583.74,1.0,60.0,1.0,San Isidro,2.0,1.0,0,7,1
643,333.56,3.0,90.0,2.0,Los Olivos,0.0,0.0,0,2,0
644,750.0,2.0,103.0,2.0,Miraflores,2.0,1.0,0,7,1
645,1350.0,3.0,160.0,4.0,Santiago de Surco,0.0,2.0,0,7,1
646,1000.0,3.0,141.0,2.0,San Isidro,0.0,0.0,0,7,0
647,950.0,3.0,108.0,3.0,Barranco,0.0,1.0,0,8,1
648,650.0,3.0,85.0,2.0,Lince,0.0,0.0,0,6,0
649,778.32,3.0,115.0,3.0,San Borja,0.0,1.0,0,7,1
650,800.0,3.0,84.0,2.0,Miraflores,1.0,1.0,0,7,1
651,800.0,2.0,100.0,2.0,Miraflores,0.0,1.0,0,7,1
652,1000.0,3.0,138.0,2.5,Miraflores,2.0,1.0,0,7,1
653,1000.0,3.0,120.0,2.0,San Isidro,0.0,0.0,0,7,0
654,900.0,3.0,94.0,2.0,Barranco,0.0,1.0,0,8,1
655,277.97,3.0,100.0,1.0,Chaclacayo,0.0,0.0,0,5,0
656,555.94,1.0,43.0,1.0,Surquillo,0.0,0.0,0,8,0
657,750.0,1.0,50.0,1.0,Barranco,2.0,0.0,0,8,0
659,583.74,2.0,65.0,2.0,Jesus Maria,0.0,0.0,0,6,0
660,1100.0,3.0,138.0,2.5,Miraflores,2.0,1.0,0,7,1
661,444.75,2.0,32.0,2.0,San Miguel,0.0,0.0,0,6,0
662,444.75,1.0,40.0,1.0,Santiago de Surco,0.0,0.0,0,7,0
663,595.0,1.0,44.0,1.0,Barranco,0.0,1.0,0,8,1
665,694.93,2.0,90.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
666,790.0,2.0,115.0,2.0,Miraflores,2.0,1.0,0,7,1
667,550.0,2.0,65.0,1.0,Santiago de Surco,0.0,1.0,0,7,1
668,800.0,3.0,110.0,2.0,Santiago de Surco,0.0,1.0,0,7,1
669,305.77,2.0,60.0,1.0,Ate,0.0,0.0,0,5,0
670,1300.0,4.0,198.0,2.5,San Isidro,0.0,3.0,0,7,1
671,1000.0,3.0,190.0,2.0,La Molina,0.0,2.0,0,7,1
672,694.93,4.0,124.0,2.0,San Borja,0.0,0.0,0,7,0
673,750.0,3.0,100.0,2.0,La Molina,0.0,0.0,1,7,0
674,2000.0,3.0,190.0,2.5,Miraflores,0.0,2.0,0,7,1
675,458.65,2.0,80.0,2.0,Pueblo Libre,0.0,0.0,0,6,0
676,550.0,1.0,34.0,1.0,Barranco,0.0,0.0,0,8,0
677,600.42,2.0,120.0,1.0,La Molina,2.0,0.0,0,7,0
679,850.0,3.0,100.0,2.0,San Borja,0.0,1.0,0,7,1
680,800.0,2.0,80.0,2.0,Barranco,2.0,0.0,0,8,0
681,416.96,2.0,40.0,1.0,Santiago de Surco,0.0,0.0,0,7,0
682,750.0,2.0,80.0,3.0,Miraflores,2.0,1.0,0,7,1
683,900.0,2.0,100.0,2.0,Miraflores,2.0,1.0,0,7,1
684,1800.0,3.0,190.0,2.5,San Isidro,2.0,2.0,0,7,1
685,920.0,2.0,95.0,2.0,Miraflores,0.0,0.0,0,7,0
686,2000.0,3.0,290.0,2.0,Miraflores,0.0,0.0,0,7,0
687,900.0,3.0,126.0,3.0,Miraflores,0.0,0.0,0,7,0
688,555.94,3.0,79.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
689,1000.0,1.0,167.0,1.5,San Isidro,2.0,1.0,0,7,1
690,1200.0,3.0,181.0,4.0,Santiago de Surco,0.0,3.0,0,7,1
691,667.13,3.0,89.0,3.0,Surquillo,0.0,0.0,0,8,0
692,1100.0,3.0,91.0,2.0,Miraflores,2.0,0.0,0,7,0
693,861.71,2.0,110.0,2.0,San Isidro,0.0,1.0,0,7,1
694,1100.0,4.0,160.0,4.0,Santiago de Surco,0.0,0.0,0,7,0
695,800.0,2.0,85.0,1.0,Miraflores,2.0,0.0,0,7,0
696,590.0,1.0,70.0,1.0,Miraflores,0.0,0.0,0,7,0
697,800.0,1.0,70.0,1.5,Barranco,2.0,1.0,0,8,1
698,1250.0,2.0,180.0,2.0,Miraflores,2.0,2.0,0,7,1
699,667.13,3.0,92.0,3.0,Miraflores,0.0,1.0,0,7,1
700,520.0,1.0,50.0,1.0,Miraflores,2.0,0.0,0,7,0
701,1150.0,2.0,100.0,1.0,San Isidro,2.0,1.0,0,7,1
703,560.0,1.0,60.0,1.0,Miraflores,0.0,0.0,0,7,0
704,900.0,3.0,120.0,2.0,Miraflores,0.0,0.0,0,7,0
705,764.42,3.0,75.0,2.0,Surquillo,0.0,0.0,0,8,0
706,1100.0,2.0,109.0,2.0,San Isidro,2.0,0.0,0,7,0
707,610.0,1.0,40.0,1.0,Barranco,0.0,0.0,0,8,0
709,550.0,1.0,30.0,1.0,Miraflores,2.0,0.0,0,7,0
710,236.27,1.0,35.0,1.0,San Martin de Porres,0.0,0.0,0,2,0
711,416.96,2.0,60.0,2.0,Surquillo,0.0,0.0,0,8,0
712,900.0,2.0,77.0,2.0,San Isidro,2.0,0.0,0,7,0
714,639.33,2.0,80.0,2.0,Jesus Maria,0.0,0.0,0,6,0
715,1000.0,3.0,150.0,3.0,Magdalena del Mar,2.0,0.0,0,6,0
716,1400.0,2.0,154.0,2.0,San Isidro,0.0,0.0,0,7,0
717,1350.0,1.0,100.0,2.0,Santiago de Surco,2.0,0.0,0,7,0
718,389.16,1.0,37.0,1.0,Surquillo,0.0,0.0,0,8,0
719,1900.0,3.0,203.0,2.5,San Isidro,0.0,0.0,0,7,0
720,650.0,2.0,83.0,1.0,Santiago de Surco,0.0,0.0,0,7,0
721,800.0,1.0,60.0,1.5,Miraflores,0.0,0.0,0,7,0
722,500.0,3.0,75.0,2.0,Jesus Maria,0.0,0.0,0,6,0
723,1400.0,2.0,102.0,2.0,Barranco,0.0,0.0,0,8,0
724,555.94,4.0,98.0,2.0,Ate,0.0,0.0,1,5,0
725,555.94,3.0,95.0,2.0,Santiago de Surco,0.0,1.0,0,7,1
726,1250.0,3.0,112.0,2.0,Barranco,0.0,1.0,0,8,1
727,850.0,1.0,60.0,1.0,Miraflores,2.0,1.0,0,7,1
728,1500.0,2.0,150.0,2.0,San Isidro,0.0,0.0,0,7,0
729,850.0,3.0,128.0,2.0,Miraflores,0.0,0.0,0,7,0
730,416.96,3.0,75.0,2.0,Chorrillos,0.0,0.0,0,8,0
731,2000.0,3.0,155.0,3.0,Miraflores,2.0,1.0,0,7,1
732,600.0,1.0,60.0,1.0,Miraflores,0.0,0.0,0,7,0
733,250.17,2.0,50.0,1.0,Santiago de Surco,0.0,0.0,0,7,0
734,583.74,3.0,87.0,2.0,San Miguel,0.0,0.0,0,6,0
735,1500.0,2.0,211.0,3.0,Miraflores,0.0,0.0,0,7,0
736,800.0,2.0,70.0,1.0,Miraflores,2.0,0.0,0,7,0
737,830.0,3.0,91.0,2.0,Miraflores,1.0,1.0,0,7,1
738,850.0,3.0,115.0,2.0,Santiago de Surco,0.0,1.0,0,7,1
739,350.0,2.0,67.0,1.0,Los Olivos,0.0,0.0,0,2,0
740,583.74,1.0,60.0,1.0,San Miguel,1.0,0.0,0,6,0
741,486.45,2.0,104.0,2.0,La Molina,0.0,0.0,0,7,0
743,514.24,2.0,85.0,2.0,Jesus Maria,0.0,0.0,0,6,0
744,1800.0,3.0,200.0,2.0,Miraflores,0.0,0.0,0,7,0
745,700.0,1.0,60.0,1.0,Miraflores,2.0,1.0,0,7,1
746,1200.0,3.0,125.0,3.0,Santiago de Surco,0.0,0.0,0,7,0
747,1490.0,3.0,140.0,4.0,Miraflores,0.0,0.0,0,7,0
748,1400.0,3.0,196.0,2.5,San Borja,0.0,0.0,0,7,0
749,850.0,2.0,100.0,2.0,Miraflores,2.0,1.0,0,7,1
750,2000.0,3.0,190.0,3.0,Miraflores,0.0,0.0,0,7,0
751,1200.0,1.0,60.0,2.0,Miraflores,0.0,0.0,0,7,0
752,1300.0,3.0,156.0,2.0,San Borja,0.0,0.0,0,7,0
753,850.0,3.0,112.0,1.0,Miraflores,1.0,1.0,0,7,1
754,730.0,3.0,100.0,4.0,Santiago de Surco,0.0,2.0,0,7,1
755,260.0,2.0,67.0,1.0,Los Olivos,0.0,0.0,0,2,0
756,1300.0,3.0,150.0,2.0,San Isidro,0.0,0.0,0,7,0
757,950.0,2.0,67.0,2.0,San Isidro,0.0,0.0,0,7,0
758,152.88,3.0,89.0,2.0,Chorrillos,0.0,0.0,0,8,0
759,1200.0,2.0,85.0,2.0,Miraflores,2.0,1.0,0,7,1
760,850.0,2.0,82.0,2.0,Miraflores,0.0,0.0,0,7,0
761,792.21,2.0,89.0,2.0,Lince,0.0,0.0,0,6,0
762,1500.0,3.0,251.0,3.5,Santiago de Surco,0.0,2.0,0,7,1
763,1600.0,3.0,260.0,4.0,Santiago de Surco,0.0,0.0,0,7,0
764,900.0,2.0,115.0,2.0,Miraflores,0.0,0.0,0,7,0
765,850.0,2.0,120.0,1.0,Miraflores,0.0,0.0,1,7,0
