,Precio,NCuartos,Area,NBaños,Distrito,Amoblado,Cochera,Azotea,zona,con_cochera
1953,1000.0,2.0,180.0,2.0,Miraflores,2.0,0.0,0,7,0
1954,1795.69,3.0,206.0,3.0,San Isidro,0.0,0.0,0,7,0
1955,900.0,1.0,46.0,1.0,Miraflores,2.0,0.0,1,7,0
1956,550.0,1.0,37.0,1.0,Barranco,0.0,0.0,0,8,0
1957,611.53,3.0,73.0,2.0,Magdalena del Mar,0.0,0.0,0,6,0
1958,900.0,2.0,95.0,3.0,Santiago de Surco,0.0,0.0,0,7,0
1959,264.07,2.0,75.0,1.0,San Martin de Porres,0.0,0.0,0,2,0
1960,850.0,3.0,85.0,2.0,Pueblo Libre,2.0,0.0,0,6,0
1962,50.0,1.0,55.0,1.0,Miraflores,2.0,0.0,0,7,0
1963,950.0,3.0,131.0,4.0,Santiago de Surco,0.0,0.0,0,7,0
1965,650.0,2.0,80.0,1.0,San Borja,0.0,0.0,0,7,0
1966,416.96,2.0,79.0,2.0,Los Olivos,0.0,0.0,0,2,0
1967,200.14,3.0,82.0,2.0,Puente Piedra,0.0,0.0,0,1,0
1971,1975.25,3.0,213.0,3.0,San Isidro,0.0,0.0,0,7,0
1972,1600.0,3.0,240.0,3.0,Santiago de Surco,0.0,0.0,0,7,0
1973,800.0,1.0,54.0,2.0,Barranco,0.0,0.0,0,8,0
1975,660.0,2.0,130.0,3.0,San Borja,0.0,0.0,0,7,0
1976,222.38,1.0,70.0,1.0,Cercado de Lima,0.0,0.0,0,4,0
1977,900.0,2.0,105.0,2.0,Miraflores,2.0,0.0,1,7,0
1978,710.0,3.0,76.0,2.0,Surquillo,0.0,0.0,0,8,0
1979,1400.0,3.0,250.0,2.0,Miraflores,0.0,1.0,0,7,1
1980,1800.0,3.0,300.0,4.0,Santiago de Surco,0.0,2.0,0,7,1
1981,806.11,2.0,64.0,2.0,Miraflores,0.0,0.0,0,7,0
1982,416.96,3.0,65.0,2.0,El Agustino,0.0,0.0,0,5,0
1983,1300.0,4.0,102.0,3.0,Santiago de Surco,0.0,0.0,0,7,0
1985,1500.0,3.0,162.0,4.0,San Isidro,2.0,0.0,1,7,0
1986,333.56,3.0,100.0,2.0,San Martin de Porres,0.0,0.0,0,2,0
1987,865.0,2.0,115.0,3.0,San Isidro,0.0,0.0,0,7,0
1988,1800.0,3.0,255.0,3.0,San Isidro,0.0,1.0,0,7,1
1989,778.32,2.0,125.0,3.0,San Isidro,0.0,0.0,0,7,0
1990,950.0,2.0,180.0,2.0,Miraflores,2.0,0.0,0,7,0
1991,850.0,3.0,120.0,4.0,Santiago de Surco,0.0,0.0,0,7,0
1992,1650.0,3.0,120.0,4.0,Miraflores,2.0,0.0,0,7,0
1993,1350.0,3.0,144.0,3.0,Santiago de Surco,0.0,0.0,0,7,0
1994,890.0,3.0,120.0,2.0,San Isidro,0.0,0.0,0,7,0
1995,750.0,1.0,47.0,2.0,San Isidro,2.0,2.0,0,7,1
1996,800.0,2.0,90.0,3.0,Miraflores,0.0,0.0,0,7,0
1997,800.0,2.0,105.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
1998,699.0,3.0,114.0,2.0,La Molina,0.0,0.0,0,7,0
1999,1000.0,2.0,110.0,2.0,San Isidro,0.0,0.0,0,7,0
2001,665.0,2.0,60.0,2.0,Barranco,0.0,0.0,0,8,0
2002,472.55,3.0,85.0,2.0,Magdalena del Mar,0.0,0.0,0,6,0
2003,860.0,2.0,80.0,2.0,Miraflores,2.0,0.0,0,7,0
2004,589.0,1.0,43.0,1.0,Barranco,0.0,0.0,0,8,0
2007,600.0,3.0,128.0,3.0,Santiago de Surco,0.0,0.0,0,7,0
2008,900.0,1.0,80.0,2.0,Miraflores,2.0,1.0,0,7,1
2009,1050.0,2.0,96.0,2.0,Miraflores,2.0,1.0,0,7,1
2014,375.26,2.0,35.0,1.0,Santiago de Surco,0.0,0.0,0,7,0
2016,1300.0,2.0,110.0,2.0,Miraflores,2.0,0.0,0,7,0
2018,264.07,3.0,84.0,2.0,Los Olivos,0.0,0.0,0,2,0
2019,1900.0,3.0,170.0,2.0,Miraflores,2.0,0.0,0,7,0
2021,900.0,2.0,100.0,2.0,Magdalena del Mar,2.0,2.0,0,6,1
2022,750.0,2.0,55.0,2.0,Barranco,0.0,0.0,0,8,0
2023,700.0,2.0,70.0,2.0,Lince,0.0,0.0,0,6,0
2024,250.17,1.0,32.0,1.0,San Martin de Porres,0.0,0.0,0,2,0
2025,667.13,3.0,98.0,3.0,Miraflores,0.0,0.0,0,7,0
2026,1400.0,3.0,110.0,3.0,San Isidro,2.0,0.0,1,7,0
2027,750.0,2.0,116.0,3.0,Miraflores,0.0,0.0,0,7,0
2028,1150.0,2.0,121.0,2.0,Miraflores,2.0,0.0,0,7,0
2029,1100.0,3.0,175.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
2030,1163.3,3.0,193.0,2.0,San Isidro,0.0,0.0,0,7,0
2031,650.0,3.0,110.0,3.0,Santiago de Surco,0.0,0.0,0,7,0
2032,2065.04,3.0,215.0,3.0,San Isidro,0.0,0.0,0,7,0
2033,750.0,2.0,75.0,2.0,San Miguel,0.0,0.0,0,6,0
2034,700.0,2.0,90.0,2.0,Magdalena del Mar,0.0,0.0,0,6,0
2035,850.0,1.0,68.0,2.0,Barranco,0.0,0.0,0,8,0
2036,750.52,2.0,83.0,2.0,Miraflores,0.0,0.0,0,7,0
2040,800.0,1.0,50.0,1.0,Lince,2.0,1.0,0,6,1
2041,800.0,1.0,49.0,1.0,Barranco,2.0,1.0,0,8,1
2042,833.91,3.0,105.0,3.0,Miraflores,2.0,0.0,0,7,0
2043,700.0,2.0,70.0,1.0,Barranco,2.0,0.0,0,8,0
2044,850.0,3.0,100.0,4.0,Magdalena del Mar,0.0,0.0,0,6,0
2045,555.94,3.0,90.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
2047,1301.73,2.0,150.0,2.0,San Isidro,0.0,0.0,0,7,0
2049,570.0,3.0,60.0,2.0,Surquillo,0.0,0.0,0,8,0
2050,1100.0,3.0,154.0,3.0,Miraflores,0.0,0.0,0,7,0
2051,528.14,2.0,55.0,1.0,Miraflores,2.0,0.0,0,7,0
2052,750.0,3.0,99.0,3.0,Santiago de Surco,0.0,0.0,0,7,0
2053,555.94,2.0,92.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
2054,1200.0,3.0,135.0,2.0,San Isidro,0.0,0.0,0,7,0
2056,444.47,2.0,95.0,2.0,Cercado de Lima,0.0,0.0,0,4,0
2057,1000.0,1.0,85.0,2.0,Barranco,0.0,0.0,0,8,0
2058,1436.55,2.0,120.0,2.0,Miraflores,0.0,0.0,0,7,0
2060,550.0,2.0,60.0,1.0,Jesus Maria,0.0,0.0,0,6,0
2061,1100.0,3.0,160.0,3.0,San Isidro,0.0,0.0,0,7,0
2062,1980.0,2.0,151.0,2.5,Miraflores,1.0,0.0,0,7,0
2063,555.94,2.0,65.0,1.0,Pueblo Libre,0.0,0.0,0,6,0
2064,1000.0,3.0,200.0,4.0,San Borja,0.0,0.0,0,7,0
2065,1600.0,3.0,172.0,2.5,San Isidro,2.0,0.0,0,7,0
2066,361.36,3.0,100.0,2.0,Ate,0.0,0.0,0,5,0
2067,700.0,2.0,80.0,1.0,Miraflores,0.0,0.0,0,7,0
2068,458.65,2.0,47.0,1.0,San Miguel,0.0,0.0,0,6,0
2069,611.53,3.0,76.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
2070,694.93,3.0,78.0,2.0,Cercado de Lima,0.0,0.0,0,4,0
2071,611.53,3.0,91.0,2.0,Surquillo,0.0,0.0,0,8,0
2072,1340.0,3.0,185.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
2073,820.0,2.0,103.0,2.0,San Isidro,0.0,0.0,0,7,0
2074,1300.0,2.0,137.0,3.0,Miraflores,0.0,0.0,0,7,0
2077,222.38,1.0,15.0,1.0,Santiago de Surco,0.0,0.0,0,7,0
2078,800.0,1.0,50.0,1.0,Miraflores,0.0,0.0,0,7,0
2079,513.0,2.0,60.0,1.0,Santiago de Surco,0.0,0.0,0,7,0
2080,1300.0,3.0,155.0,3.0,San Isidro,0.0,2.0,1,7,1
2081,600.0,1.0,55.0,1.0,Miraflores,2.0,0.0,0,7,0
2083,950.0,2.0,95.0,2.0,Miraflores,0.0,0.0,0,7,0
2084,1436.55,3.0,190.0,2.0,San Isidro,0.0,0.0,0,7,0
2085,708.82,1.0,60.0,1.0,Miraflores,0.0,0.0,0,7,0
2086,1100.0,2.0,120.0,2.0,Miraflores,2.0,0.0,0,7,0
2087,1834.6,3.0,167.0,2.0,San Isidro,0.0,0.0,0,7,0
2088,208.48,2.0,41.0,1.0,San Juan de Lurigancho,0.0,0.0,0,3,0
2089,389.16,2.0,90.0,1.0,Barranco,0.0,0.0,0,8,0
2090,583.74,3.0,147.0,2.0,La Molina,0.0,0.0,0,7,0
2092,800.0,3.0,90.0,3.0,San Borja,0.0,0.0,0,7,0
2093,500.35,2.0,103.0,1.0,San Luis,0.0,0.0,0,5,0
2094,361.36,3.0,120.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
2095,639.33,3.0,90.0,2.0,Miraflores,0.0,0.0,0,7,0
2096,528.14,3.0,89.0,3.0,San Miguel,0.0,0.0,0,6,0
2097,800.0,1.0,50.0,1.0,Miraflores,0.0,0.0,0,7,0
2098,800.0,1.0,48.0,1.0,Miraflores,0.0,0.0,0,7,0
2099,850.0,3.0,86.0,3.0,Miraflores,0.0,0.0,0,7,0
2101,416.96,1.0,43.0,1.0,Pueblo Libre,0.0,0.0,0,6,0
2102,650.0,2.0,88.0,2.0,Miraflores,0.0,0.0,0,7,0
2103,500.0,1.0,45.0,1.0,Miraflores,0.0,0.0,0,7,0
2104,1100.0,3.0,65.0,1.0,Miraflores,2.0,0.0,0,7,0
2105,800.0,2.0,80.0,3.0,Miraflores,0.0,0.0,0,7,0
2106,650.0,2.0,100.0,2.0,San Isidro,0.0,0.0,0,7,0
2107,1651.14,3.0,308.0,2.0,San Isidro,0.0,0.0,0,7,0
2108,583.74,1.0,54.0,2.0,Barranco,0.0,0.0,0,8,0
2109,555.94,3.0,71.0,2.0,Barranco,0.0,0.0,0,8,0
2110,1000.0,2.0,126.0,1.0,Barranco,0.0,0.0,0,8,0
2111,700.0,1.0,74.0,2.0,Miraflores,0.0,0.0,0,7,0
2112,472.55,2.0,70.0,2.0,La Molina,0.0,0.0,0,7,0
2113,2071.43,3.0,190.0,2.0,Miraflores,0.0,0.0,0,7,0
2114,2000.0,3.0,144.0,3.0,Miraflores,2.0,2.0,0,7,1
2115,620.0,3.0,89.0,1.0,Surquillo,0.0,0.0,0,8,0
2116,1000.0,3.0,120.0,4.0,La Molina,0.0,0.0,0,7,0
2117,1100.0,4.0,160.0,4.0,Chorrillos,0.0,0.0,0,8,0
2118,555.94,3.0,90.0,2.0,San Borja,0.0,0.0,0,7,0
2119,1000.0,3.0,120.0,3.0,San Borja,0.0,0.0,0,7,0
2120,650.0,1.0,44.0,1.0,Miraflores,0.0,0.0,0,7,0
2121,611.53,4.0,82.0,3.0,Magdalena del Mar,0.0,0.0,0,6,0
2122,700.0,2.0,95.0,1.0,Cercado de Lima,0.0,0.0,0,4,0
2123,333.56,1.0,40.0,1.0,Pueblo Libre,0.0,0.0,0,6,0
2124,1900.0,3.0,180.0,2.0,Miraflores,0.0,2.0,0,7,1
2125,333.56,3.0,67.0,2.0,Chorrillos,0.0,0.0,0,8,0
2126,1500.0,3.0,170.0,2.5,San Isidro,2.0,1.0,0,7,1
2127,1100.0,3.0,135.0,3.0,Miraflores,0.0,0.0,0,7,0
2128,555.94,3.0,65.0,1.0,San Miguel,0.0,0.0,0,6,0
2129,694.93,3.0,120.0,2.0,San Borja,0.0,0.0,0,7,0
2130,1850.0,3.0,160.0,3.0,San Isidro,2.0,0.0,0,7,0
2131,694.93,3.0,82.0,2.0,San Miguel,2.0,0.0,1,6,0
2132,722.72,2.0,101.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
2133,486.45,1.0,45.0,1.0,Barranco,0.0,0.0,0,8,0
2134,800.0,2.0,70.0,1.0,Miraflores,0.0,0.0,0,7,0
2135,555.94,2.0,65.0,1.0,Pueblo Libre,0.0,0.0,0,6,0
2136,486.45,2.0,64.0,1.0,La Molina,0.0,0.0,0,7,0
2137,1300.0,4.0,255.0,5.0,Santiago de Surco,0.0,0.0,0,7,0
2138,2000.0,3.0,423.0,4.5,Santiago de Surco,2.0,0.0,0,7,0
2139,600.0,1.0,50.0,1.0,Miraflores,0.0,0.0,0,7,0
2140,750.0,2.0,94.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
2141,850.0,1.0,60.0,1.0,Miraflores,2.0,0.0,0,7,0
2142,1100.0,3.0,190.0,2.0,La Molina,0.0,0.0,0,7,0
2143,1000.0,3.0,110.0,2.0,Miraflores,1.0,0.0,0,7,0
2144,389.16,2.0,65.0,2.0,El Agustino,0.0,0.0,0,5,0
2145,1050.0,1.0,64.0,1.5,Miraflores,2.0,0.0,0,7,0
2147,600.0,1.0,48.0,1.0,Barranco,0.0,0.0,0,8,0
2148,527.0,2.0,68.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
2150,1400.0,1.0,66.0,2.0,San Isidro,0.0,2.0,0,7,1
2151,583.74,3.0,80.0,2.0,Lince,0.0,0.0,0,6,0
2152,611.53,3.0,78.0,2.0,San Miguel,0.0,0.0,0,6,0
2153,1000.0,3.0,120.0,4.0,Santiago de Surco,0.0,0.0,0,7,0
2154,790.0,3.0,98.0,3.0,Lince,0.0,0.0,0,6,0
2155,500.35,3.0,80.0,1.0,Cercado de Lima,0.0,0.0,0,4,0
2156,440.0,1.0,50.0,1.0,Miraflores,0.0,0.0,0,7,0
2157,700.0,1.0,45.0,1.0,Barranco,0.0,0.0,0,8,0
2158,500.35,3.0,73.0,3.0,Chorrillos,0.0,0.0,0,8,0
2159,416.96,1.0,43.0,1.0,Cercado de Lima,0.0,0.0,0,4,0
2172,430.85,2.0,50.0,2.0,Chorrillos,0.0,0.0,0,8,0
2173,1050.0,3.0,125.0,3.0,Miraflores,0.0,0.0,0,7,0
2174,722.72,2.0,92.0,2.0,Miraflores,0.0,0.0,0,7,0
2175,555.94,3.0,95.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
2176,555.94,3.0,95.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
2177,514.24,3.0,95.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
2178,1559.41,3.0,163.0,2.0,Miraflores,0.0,0.0,0,7,0
2180,583.74,1.0,60.0,1.0,San Miguel,0.0,0.0,0,6,0
2181,900.0,2.0,70.0,2.0,Barranco,0.0,0.0,0,8,0
2183,1000.0,1.0,80.0,2.0,San Isidro,2.0,0.0,0,7,0
2184,694.93,3.0,75.0,2.0,Miraflores,0.0,0.0,0,7,0
2185,1150.0,3.0,170.0,3.0,Santiago de Surco,0.0,1.0,0,7,1
2186,700.0,1.0,60.0,1.0,Miraflores,0.0,0.0,0,7,0
2188,1000.0,3.0,96.0,2.0,Jesus Maria,0.0,0.0,0,6,0
2189,486.45,3.0,74.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
2190,528.14,2.0,62.0,2.0,Magdalena del Mar,0.0,0.0,0,6,0
2191,333.56,1.0,24.0,1.0,Santiago de Surco,0.0,0.0,0,7,0
2192,800.0,1.0,60.0,2.0,Barranco,0.0,0.0,0,8,0
2193,800.0,3.0,113.0,3.0,San Borja,0.0,0.0,0,7,0
2194,800.0,3.0,135.0,3.0,Magdalena del Mar,0.0,0.0,0,6,0
2195,2200.0,3.0,300.0,4.0,San Isidro,0.0,0.0,0,7,0
2196,700.0,2.0,88.0,2.0,Miraflores,0.0,0.0,0,7,0
2197,700.0,2.0,100.0,2.0,San Isidro,0.0,0.0,0,7,0
2198,361.36,1.0,35.0,1.0,Santiago de Surco,0.0,0.0,0,7,0
2199,667.13,2.0,85.0,3.0,Magdalena del Mar,0.0,0.0,0,6,0
2200,640.0,1.0,74.0,1.0,Miraflores,0.0,0.0,0,7,0
2201,660.0,1.0,50.0,1.0,Miraflores,0.0,0.0,0,7,0
2202,600.0,1.0,55.0,1.0,Miraflores,0.0,0.0,0,7,0
2203,1000.0,3.0,117.0,3.0,Miraflores,2.0,0.0,0,7,0
2204,1206.95,1.0,136.0,1.0,San Isidro,0.0,0.0,0,7,0
2205,750.0,4.0,100.0,3.0,Jesus Maria,0.0,0.0,0,6,0
2206,694.93,3.0,180.0,2.0,La Molina,0.0,0.0,0,7,0
2207,694.93,2.0,65.0,2.0,Surquillo,0.0,0.0,0,8,0
2208,590.0,2.0,65.0,1.0,Barranco,0.0,0.0,0,8,0
2209,1400.0,3.0,130.0,3.0,Miraflores,0.0,0.0,0,7,0
2210,472.55,2.0,82.0,1.0,Barranco,0.0,0.0,0,8,0
2211,500.35,3.0,78.0,2.0,Pueblo Libre,0.0,0.0,0,6,0
2212,1200.0,3.0,109.0,2.0,Surquillo,0.0,0.0,0,8,0
2214,800.0,3.0,120.0,4.0,Miraflores,2.0,1.0,0,7,1
2215,700.0,2.0,112.0,2.0,La Molina,0.0,0.0,0,7,0
2216,277.97,2.0,60.0,1.0,San Juan de Miraflores,0.0,0.0,0,8,0
2217,1300.0,3.0,150.0,3.0,San Isidro,2.0,0.0,0,7,0
2218,800.0,1.0,45.0,1.0,San Miguel,2.0,0.0,1,6,0
2219,800.55,2.0,105.0,2.0,Miraflores,0.0,0.0,0,7,0
2220,650.0,2.0,60.0,2.0,Barranco,0.0,0.0,0,8,0
2221,880.0,2.0,85.0,2.0,Miraflores,0.0,0.0,0,7,0
2222,1020.15,3.0,140.0,2.0,San Isidro,0.0,0.0,0,7,0
2223,1900.0,3.0,410.0,3.0,Santiago de Surco,0.0,0.0,0,7,0
2224,250.17,1.0,90.0,1.0,Santiago de Surco,0.0,0.0,0,7,0
2225,580.0,2.0,79.0,2.0,Pueblo Libre,0.0,0.0,0,6,0
2226,1150.0,1.0,118.0,1.0,Miraflores,0.0,0.0,0,7,0
2227,486.45,3.0,95.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
2228,542.04,3.0,100.0,2.0,Cercado de Lima,0.0,0.0,0,4,0
2229,1436.55,3.0,145.0,3.0,Miraflores,0.0,0.0,0,7,0
2230,1500.0,2.0,130.0,3.0,Miraflores,0.0,0.0,0,7,0
2231,361.36,3.0,58.0,1.0,Chorrillos,0.0,0.0,0,8,0
2232,305.77,1.0,22.0,1.0,Santiago de Surco,0.0,0.0,0,7,0
2233,900.0,2.0,73.0,2.0,Miraflores,0.0,0.0,0,7,0
2234,1500.0,3.0,150.0,3.0,Magdalena del Mar,0.0,0.0,0,6,0
2235,472.55,2.0,72.0,2.0,La Molina,0.0,0.0,0,7,0
2236,700.0,2.0,75.0,1.0,La Molina,2.0,0.0,0,7,0
2237,1300.0,2.0,126.0,2.0,San Borja,0.0,0.0,0,7,0
2238,528.14,1.0,50.0,1.0,Santiago de Surco,0.0,0.0,0,7,0
2239,416.96,1.0,35.0,1.0,Pueblo Libre,0.0,0.0,0,6,0
2240,950.0,2.0,93.0,2.0,Miraflores,0.0,0.0,0,7,0
2241,890.0,1.0,80.0,1.0,San Isidro,2.0,1.0,0,7,1
2242,1050.0,4.0,140.0,4.0,Santiago de Surco,2.0,0.0,0,7,0
2243,1550.0,3.0,153.0,2.0,San Isidro,0.0,0.0,0,7,0
2244,750.0,2.0,78.0,2.0,Miraflores,0.0,0.0,0,7,0
2245,1200.0,1.0,80.0,1.0,Barranco,0.0,0.0,0,8,0
2246,1742.87,4.0,200.0,3.0,San Isidro,0.0,0.0,0,7,0
2247,1100.0,1.0,70.0,2.0,San Isidro,2.0,0.0,0,7,0
2248,611.53,2.0,58.0,1.0,Magdalena del Mar,0.0,0.0,0,6,0
2249,1436.55,3.0,140.0,2.0,San Isidro,0.0,0.0,0,7,0
2250,472.55,2.0,70.0,2.0,San Miguel,0.0,0.0,0,6,0
2251,850.0,3.0,90.0,2.0,Miraflores,0.0,0.0,0,7,0
2252,472.55,3.0,102.0,1.0,San Miguel,0.0,0.0,0,6,0
2253,800.0,3.0,160.0,4.0,Miraflores,0.0,0.0,0,7,0
2254,639.33,3.0,70.0,2.0,Lince,0.0,0.0,0,6,0
2255,700.0,2.0,88.0,3.0,Magdalena del Mar,0.0,0.0,0,6,0
2256,2000.0,3.0,300.0,3.0,Santiago de Surco,0.0,0.0,0,7,0
2257,1100.0,3.0,125.0,3.0,Cercado de Lima,0.0,0.0,0,4,0
2258,694.93,3.0,80.0,2.0,Magdalena del Mar,0.0,0.0,0,6,0
2259,1436.55,2.0,150.0,2.0,San Isidro,0.0,0.0,0,7,0
2260,775.0,2.0,87.0,1.0,San Isidro,0.0,0.0,0,7,0
2261,750.52,3.0,106.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
2262,486.45,1.0,48.0,1.0,Miraflores,0.0,0.0,0,7,0
2263,1084.08,4.0,160.0,4.0,Santiago de Surco,0.0,0.0,0,7,0
2264,800.0,3.0,109.0,3.0,Santiago de Surco,0.0,0.0,0,7,0
2265,806.11,3.0,150.0,2.0,La Molina,0.0,0.0,0,7,0
2266,700.0,2.0,75.0,2.0,San Miguel,0.0,0.0,0,6,0
2267,583.74,3.0,78.0,2.0,Pueblo Libre,0.0,0.0,0,6,0
2268,850.0,2.0,130.0,2.0,Miraflores,0.0,0.0,0,7,0
2269,416.96,3.0,80.0,2.0,La Victoria,0.0,0.0,0,4,0
2270,1100.0,3.0,135.0,2.0,San Isidro,0.0,0.0,0,7,0
2271,650.0,1.0,64.0,1.0,Miraflores,0.0,0.0,0,7,0
2272,416.96,4.0,160.0,3.0,Lurin,0.0,0.0,0,9,0
2273,1500.0,3.0,151.0,5.0,Miraflores,0.0,0.0,0,7,0
2274,1050.0,2.0,85.0,3.0,Miraflores,0.0,0.0,0,7,0
2275,850.0,2.0,95.0,2.0,Miraflores,0.0,0.0,0,7,0
2276,1050.0,3.0,120.0,2.0,Miraflores,0.0,0.0,0,7,0
2277,1350.0,3.0,120.0,2.0,Miraflores,0.0,0.0,0,7,0
2278,850.0,3.0,83.0,2.0,San Miguel,0.0,0.0,0,6,0
2279,611.53,3.0,97.0,3.0,Jesus Maria,0.0,0.0,0,6,0
2280,1260.0,3.0,123.0,3.0,Miraflores,0.0,0.0,0,7,0
2282,2000.0,1.0,50.0,1.0,Surquillo,2.0,0.0,0,8,0
2283,1200.0,2.0,150.0,4.0,San Isidro,0.0,2.0,0,7,1
2284,555.94,2.0,84.0,2.0,Miraflores,0.0,0.0,0,7,0
2285,650.0,3.0,79.0,2.0,Miraflores,0.0,0.0,0,7,0
2286,1800.0,2.0,107.0,2.0,San Isidro,0.0,0.0,0,7,0
2287,1900.0,3.0,185.0,1.0,Miraflores,0.0,0.0,0,7,0
2288,1350.0,3.0,162.0,3.0,Miraflores,0.0,1.0,0,7,1
2289,1500.0,3.0,210.0,3.0,Santiago de Surco,0.0,0.0,0,7,0
2291,500.35,1.0,70.0,1.0,San Martin de Porres,0.0,0.0,0,2,0
2292,800.0,3.0,100.0,3.0,Miraflores,0.0,0.0,0,7,0
2293,1300.0,3.0,189.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
2295,1616.12,3.0,187.0,3.0,Miraflores,0.0,0.0,0,7,0
2296,900.0,3.0,80.0,2.0,San Miguel,0.0,0.0,0,6,0
2297,639.33,2.0,96.0,2.0,Magdalena del Mar,0.0,0.0,0,6,0
2298,2244.61,3.0,180.0,3.0,Miraflores,0.0,0.0,0,7,0
2299,720.0,2.0,73.0,2.0,Miraflores,0.0,0.0,0,7,0
2300,1500.0,4.0,153.0,4.0,Santiago de Surco,0.0,0.0,0,7,0
2301,680.0,1.0,54.0,2.0,Barranco,0.0,0.0,0,8,0
2302,416.96,3.0,200.0,1.0,Ate,1.0,0.0,0,5,0
2303,667.13,3.0,86.0,2.0,Jesus Maria,0.0,0.0,0,6,0
2304,1400.0,2.0,127.0,3.0,San Isidro,0.0,0.0,0,7,0
2305,472.55,3.0,84.0,2.0,San Miguel,0.0,0.0,0,6,0
2306,583.74,2.0,67.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
2308,1000.0,3.0,130.0,3.0,Magdalena del Mar,0.0,0.0,0,6,0
2309,1700.0,3.0,200.0,2.0,San Isidro,0.0,0.0,0,7,0
2310,1056.29,2.0,98.0,2.0,Miraflores,0.0,0.0,0,7,0
2311,1800.0,3.0,210.0,2.5,San Isidro,2.0,0.0,0,7,0
2312,236.27,2.0,200.0,1.0,Los Olivos,0.0,0.0,1,2,0
2313,667.13,3.0,150.0,2.0,La Victoria,0.0,0.0,0,4,0
2314,667.13,3.0,150.0,2.0,La Victoria,0.0,0.0,0,4,0
2315,972.9,1.0,180.0,1.0,San Martin de Porres,0.0,0.0,0,2,0
2316,950.0,2.0,95.0,2.0,Miraflores,0.0,0.0,0,7,0
2317,416.96,1.0,56.0,1.0,Chorrillos,2.0,0.0,0,8,0
2318,639.33,3.0,105.0,3.0,Breña,0.0,0.0,0,4,0
2319,1025.0,2.0,88.0,2.0,Miraflores,0.0,0.0,0,7,0
2320,430.85,1.0,45.0,1.0,Lince,0.0,0.0,0,6,0
2321,310.0,1.0,50.0,1.0,Breña,0.0,0.0,0,4,0
2322,1000.0,3.0,114.0,3.0,San Borja,1.0,0.0,0,7,0
2323,1650.0,3.0,75.0,1.0,Santiago de Surco,0.0,0.0,0,7,0
2324,611.53,3.0,84.0,3.0,Magdalena del Mar,0.0,0.0,0,6,0
2325,667.13,3.0,110.0,3.0,San Borja,0.0,0.0,0,7,0
2327,1800.0,3.0,188.0,3.0,San Isidro,0.0,0.0,0,7,0
2328,1795.69,3.0,153.0,2.0,Miraflores,0.0,0.0,0,7,0
2329,1300.0,3.0,127.0,4.0,San Borja,0.0,0.0,0,7,0
2330,1100.0,3.0,100.0,3.0,Miraflores,0.0,0.0,0,7,0
2331,690.0,1.0,50.0,1.0,Santiago de Surco,0.0,0.0,0,7,0
2332,800.0,2.0,75.0,2.0,Lince,0.0,0.0,0,6,0
2333,650.0,3.0,113.0,1.0,Santiago de Surco,0.0,0.0,0,7,0
2334,800.0,1.0,65.0,1.0,Barranco,0.0,0.0,0,8,0
2335,699.0,2.0,78.0,1.0,Santiago de Surco,0.0,0.0,0,7,0
2336,694.93,3.0,90.0,2.0,Surquillo,0.0,0.0,0,8,0
2337,2100.0,4.0,247.0,3.0,Miraflores,0.0,0.0,0,7,0
2339,1080.0,3.0,106.0,2.0,Miraflores,0.0,0.0,0,7,0
2340,500.35,2.0,83.0,1.0,Santiago de Surco,0.0,0.0,0,7,0
2341,1800.0,3.0,225.0,4.0,San Isidro,0.0,0.0,0,7,0
2342,555.94,3.0,110.0,3.0,Pueblo Libre,0.0,0.0,0,6,0
2343,1350.0,3.0,113.0,3.0,Santiago de Surco,0.0,0.0,0,7,0
2344,1400.0,3.0,115.0,3.0,Miraflores,2.0,2.0,0,7,1
2345,700.0,2.0,88.0,3.0,San Borja,0.0,0.0,0,7,0
2347,850.0,2.0,96.0,3.0,Miraflores,0.0,0.0,0,7,0
2348,900.0,2.0,94.0,2.0,Miraflores,0.0,0.0,0,7,0
2350,583.74,2.0,62.0,1.0,Surquillo,0.0,0.0,0,8,0
2351,416.68,2.0,90.0,1.0,Cercado de Lima,0.0,0.0,0,4,0
2352,1550.0,2.0,154.0,3.0,San Isidro,0.0,0.0,0,7,0
2353,610.0,1.0,46.0,1.0,San Isidro,0.0,0.0,0,7,0
2354,444.75,2.0,110.0,1.0,Santiago de Surco,0.0,0.0,0,7,0
2355,950.0,2.0,140.0,2.0,San Isidro,0.0,0.0,0,7,0
